difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	item_list	aspect_list	predicate_list	context_list	non-serious	navigational	spelling	rude	not question	dataset	capri_tag	pos	tokens
										1.0	1	Which comment do girls like the most?	comment	do girls like	the most							q	['0', 'CI', 'CA', 'CA', 'CA', 'CP', 'CP', '0']	['WDT', 'NN', 'VBP', 'NNS', 'IN', 'DT', 'JJS', '.']	['Which', 'comment', 'do', 'girls', 'like', 'the', 'most', '?']
											1	Which DTH offers the most HD channels?	dth	hd channels	the most						0.0	q	['0', '0', '0', 'CP', 'CP', 'CA', 'CA', '0']	['WDT', 'NNP', 'VBZ', 'DT', 'JJS', 'NN', 'NNS', '.']	['Which', 'DTH', 'offers', 'the', 'most', 'HD', 'channels', '?']
										1.0	1	Which is currently the most affordable city in South Korea (in terms of rent)?	city	affordable	the most	currently; in south korea; (in terms of rent)						q	['0', '0', 'CC', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', '0', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'VBZ', 'RB', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', 'NNP', '-LRB-', 'IN', 'NNS', 'IN', 'NN', '-RRB-', '.']	['Which', 'is', 'currently', 'the', 'most', 'affordable', 'city', 'in', 'South', 'Korea', '(', 'in', 'terms', 'of', 'rent', ')', '?']
										1.0	1	Which is the most affordable hosting provider for Drupal?	hosting provider for drupal	affordable	the most							q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', '0', '0']	['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'NN', 'IN', 'NNP', '.']	['Which', 'is', 'the', 'most', 'affordable', 'hosting', 'provider', 'for', 'Drupal', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which is the most developed city in India?	city	developed	the most	in india	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', '0', '0']	['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', '.']	['Which', 'is', 'the', 'most', 'developed', 'city', 'in', 'India', '?']
										1.0	1	Which is the most famous Private Function DJ in Sydney?	private function dj	famous	the most	in sydney						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', '0', 'CC', '0', '0']	['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'JJ', 'NNP', 'NNP', 'IN', 'NNP', '.']	['Which', 'is', 'the', 'most', 'famous', 'Private', 'Function', 'DJ', 'in', 'Sydney', '?']
										1.0	1	Which is the most logical movie in the world?	movie	logical	the most	in the world						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['Which', 'is', 'the', 'most', 'logical', 'movie', 'in', 'the', 'world', '?']
										1.0	1	Which is the most used programming language?	programming language	used	the most							q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', '0']	['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'NN', '.']	['Which', 'is', 'the', 'most', 'used', 'programming', 'language', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which movie shows female vagina the most in the picture?	movie	shows female vagina	the most	in the picture	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CA', 'CA', 'CA', 'CP', 'CP', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'VBZ', 'JJ', 'NN', 'DT', 'JJS', 'IN', 'DT', 'NN', '.']	['Which', 'movie', 'shows', 'female', 'vagina', 'the', 'most', 'in', 'the', 'picture', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which one is the most popular music player app?	music player app	popular	the most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', '0']	['WDT', 'NN', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'NN', 'NN', '.']	['Which', 'one', 'is', 'the', 'most', 'popular', 'music', 'player', 'app', '?']
										1.0	1	Which search query returns the most number of search results on Google?	search query	number of search results	the most	on google						q	['0', 'CI', 'CI', '0', 'CP', 'CP', 'CA', 'CA', 'CA', 'CA', 'CC', '0', '0']	['WDT', 'NN', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'NNS', 'IN', 'NNP', '.']	['Which', 'search', 'query', 'returns', 'the', 'most', 'number', 'of', 'search', 'results', 'on', 'Google', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which state in India has the most beautiful people (men and women)?	state	beautiful people	the most	in india	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CC', '0', '0', 'CP', 'CP', 'CA', 'CA', '0', '0', '0', '0', '0', '0']	['WDT', 'NN', 'IN', 'NNP', 'VBZ', 'DT', 'RBS', 'JJ', 'NNS', '-LRB-', 'NNS', 'CC', 'NNS', '-RRB-', '.']	['Which', 'state', 'in', 'India', 'has', 'the', 'most', 'beautiful', 'people', '(', 'men', 'and', 'women', ')', '?']
											1	Who are the most funny European comedians of all time?	european comedians	funny	the most	of all time					0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']	['Who', 'are', 'the', 'most', 'funny', 'European', 'comedians', 'of', 'all', 'time', '?']
										1.0	1	Who are the most hated professors at IIT Delhi?	professors	hated	the most	at iit delhi						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', '0', '0']	['WP', 'VBP', 'DT', 'RBS', 'VBN', 'NNS', 'IN', 'NNP', 'NNP', '.']	['Who', 'are', 'the', 'most', 'hated', 'professors', 'at', 'IIT', 'Delhi', '?']
										1.0	1	Who are the most influential people in the history of software engineering?	people	influential	the most	in the history of software engineering						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', 'NN', '.']	['Who', 'are', 'the', 'most', 'influential', 'people', 'in', 'the', 'history', 'of', 'software', 'engineering', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who are the most inspiring people?	people	inspiring	the most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', '0']	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', '.']	['Who', 'are', 'the', 'most', 'inspiring', 'people', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who are the most interesting players on Germany's 2014 World Cup team?	players	interesting	the most	on germany's 2014 world cup team	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'NNP', 'POS', 'CD', 'NNP', 'NNP', 'NN', '.']	"['Who', 'are', 'the', 'most', 'interesting', 'players', 'on', 'Germany', ""'s"", '2014', 'World', 'Cup', 'team', '?']"
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is currently the most famous person alive? Who is in the top 10?	person alive	famous	the most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', '0', '0', '0', '0', '0', '0', '0', '0']	['WP', 'VBZ', 'RB', 'DT', 'RBS', 'JJ', 'NN', 'JJ', '.', 'WP', 'VBZ', 'IN', 'DT', 'JJ', 'CD', '.']	['Who', 'is', 'currently', 'the', 'most', 'famous', 'person', 'alive', '?', 'Who', 'is', 'in', 'the', 'top', '10', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most badass professor at IIT Delhi?	professor	badass	the most	at iit delhi	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', 'NNP', '.']	['Who', 'is', 'the', 'most', 'badass', 'professor', 'at', 'IIT', 'Delhi', '?']
											1	Who is the most beautiful actress in Europe?	actress	beautiful	the most	in europe					0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', '.']	['Who', 'is', 'the', 'most', 'beautiful', 'actress', 'in', 'Europe', '?']
											1	Who is the most famous beatboxer in the world?	beatboxer	famous	the most	in the world					0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['Who', 'is', 'the', 'most', 'famous', 'beatboxer', 'in', 'the', 'world', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most famous Hacker on Quora?	hacker	famous	the most	on quora	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', '0', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', '.']	['Who', 'is', 'the', 'most', 'famous', 'Hacker', 'on', 'Quora', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most famous human being ever?	human being	famous	the most	ever	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'VBG', 'RB', '.']	['Who', 'is', 'the', 'most', 'famous', 'human', 'being', 'ever', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most followed person on earth?	person on earth	followed	the most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NN', '.']	['Who', 'is', 'the', 'most', 'followed', 'person', 'on', 'earth', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most handsome man on Game of Thrones?	man	handsome	the most	on game of thrones	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'NNPS', '.']	['Who', 'is', 'the', 'most', 'handsome', 'man', 'on', 'Game', 'of', 'Thrones', '?']
										1.0	1	Who is the most hated comedian among comedians?	comedian	hated	the most	among comedians						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'VBN', 'NN', 'IN', 'NNS', '.']	['Who', 'is', 'the', 'most', 'hated', 'comedian', 'among', 'comedians', '?']
										1.0	1	Who is the most interesting person actively using Quora?	person	interesting	the most	actively using quora						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'RB', 'VBG', 'NNP', '.']	['Who', 'is', 'the', 'most', 'interesting', 'person', 'actively', 'using', 'Quora', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most overrated actress in Bollywood today?	actress	overrated	the most	in bollywood today	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', 'NN', '.']	['Who', 'is', 'the', 'most', 'overrated', 'actress', 'in', 'Bollywood', 'today', '?']
										1.0	1	Who is the most popular writer on Quora?	writer	popular	the most	on quora						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP', '.']	['Who', 'is', 'the', 'most', 'popular', 'writer', 'on', 'Quora', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most powerful person of the world?	person of the world	powerful	the most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['Who', 'is', 'the', 'most', 'powerful', 'person', 'of', 'the', 'world', '?']
										1.0	1	Who is the most richest professional gambler of all time?	professional gambler	richest	the most	of all time						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['Who', 'is', 'the', 'most', 'richest', 'professional', 'gambler', 'of', 'all', 'time', '?']
										1.0	1	Who is the most successful person of all time?	person	successful	the most	of all time						q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	['Who', 'is', 'the', 'most', 'successful', 'person', 'of', 'all', 'time', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the most underrated sportsman of all times?	sportsman	underrated	the most	of all times	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NNS', '.']	['Who', 'is', 'the', 'most', 'underrated', 'sportsman', 'of', 'all', 'times', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is/was the most underrated actor/actress in Bollywood?	actor/actress	underrated	the most	in bollywood	0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'SYM', 'VBD', 'DT', 'RBS', 'JJ', 'NN', 'SYM', 'NN', 'IN', 'NNP', '.']	['Who', 'is', '/', 'was', 'the', 'most', 'underrated', 'actor', '/', 'actress', 'in', 'Bollywood', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who's the most known person in the world?	person	known	the most	in the world	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	"['Who', ""'s"", 'the', 'most', 'known', 'person', 'in', 'the', 'world', '?']"
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why are the most successful people from IITs and other top universities of the world?	people	successful	the most	from iits and other top universities of the world	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WRB', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'NNS', 'CC', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']	['Why', 'are', 'the', 'most', 'successful', 'people', 'from', 'IITs', 'and', 'other', 'top', 'universities', 'of', 'the', 'world', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the most common traffic convictions in Arkansas, and how does the severity of the convictions differ in Colorado?	traffic convictions in arkansas; in colorado	common	the most; differ		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', 'CP', '0', '0', '0']	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NN', 'NNS', 'IN', 'NNP', ',', 'CC', 'WRB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VBP', 'IN', 'NNP', '.']	['What', 'are', 'the', 'most', 'common', 'traffic', 'convictions', 'in', 'Arkansas', ',', 'and', 'how', 'does', 'the', 'severity', 'of', 'the', 'convictions', 'differ', 'in', 'Colorado', '?']
										1.0	1	What is the oldest language in Europe?	language		the oldest	in europe						q	['0', '0', 'CP', 'CP', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['What', 'is', 'the', 'oldest', 'language', 'in', 'Europe', '?']
										1.0	1	What is the oldest language in India?	language		the oldest	in india						q	['0', '0', 'CP', 'CP', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['What', 'is', 'the', 'oldest', 'language', 'in', 'India', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which is the oldest language in the world and in India?	language		the oldest	in the world and in india	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'CC', 'IN', 'NNP', '.']	['Which', 'is', 'the', 'oldest', 'language', 'in', 'the', 'world', 'and', 'in', 'India', '?']
										1.0	1	Which is the oldest republic in the world?	republic		the oldest	in the world						q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', '0']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', '.']	['Which', 'is', 'the', 'oldest', 'republic', 'in', 'the', 'world', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Will DRDO's excaliber rifle be the one of best rifles of the world?	drdo's excaliber rifle; rifles	0	the one of best		0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', 'CI', 'CI', '0', 'CP', 'CP', 'CP', 'CP', 'CI', '0', '0', '0', '0']	['MD', 'NNP', 'POS', 'NN', 'NN', 'VB', 'DT', 'CD', 'IN', 'JJS', 'NNS', 'IN', 'DT', 'NN', '.']	"['Will', 'DRDO', ""'s"", 'excaliber', 'rifle', 'be', 'the', 'one', 'of', 'best', 'rifles', 'of', 'the', 'world', '?']"
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the personality differences between the book versions and show versions of the following characters: Daenerys, Arya, Tyrion, Jon, or Catelyn?	the book versions; show versions	0	the personality differences	of the following characters: daenerys, arya, tyrion, jon, or catelyn	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', '0', 'CI', 'CI', 'CI', '0', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBP', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'NNS', 'CC', 'VBP', 'NNS', 'IN', 'DT', 'VBG', 'NNS', ':', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', '.']	['What', 'are', 'the', 'personality', 'differences', 'between', 'the', 'book', 'versions', 'and', 'show', 'versions', 'of', 'the', 'following', 'characters', ':', 'Daenerys', ',', 'Arya', ',', 'Tyrion', ',', 'Jon', ',', 'or', 'Catelyn', '?']
											1	Which is the poorest country in Asia?	country		the poorest	in asia					0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', '0', '0']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['Which', 'is', 'the', 'poorest', 'country', 'in', 'Asia', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is the popular politicians in Chhattisgarh?	politicians		the popular	in chhattisgarh	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJ', 'NNS', 'IN', 'NNP', '.']	['Who', 'is', 'the', 'popular', 'politicians', 'in', 'Chhattisgarh', '?']
											1	What is the primary difference between a master's degree in data analytics and one in applied statistics?	a master's degree in data analytics; applied statistics?		the primary difference							q	['0', '0', 'CP', 'CP', 'CP', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', 'CI', 'CI', 'CI']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', 'IN', 'NNS', 'NNS', 'CC', 'CD', 'IN', 'JJ', 'NNS', '.']	"['What', 'is', 'the', 'primary', 'difference', 'between', 'a', 'master', ""'s"", 'degree', 'in', 'data', 'analytics', 'and', 'one', 'in', 'applied', 'statistics', '?']"
											1	I want to design and build my own home in India. what are the pros and cons compared to buying a pre-built house?	build my own home; buying a pre-built house		the pros and cons	in india						q	['0', '0', '0', '0', '0', 'CI', 'CI', 'CI', 'CI', 'CC', '0', '0', '0', '0', 'CP', 'CP', 'CP', 'CP', '0', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['PRP', 'VBP', 'TO', 'VB', 'CC', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'NNP', '.', 'WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'VBN', 'IN', 'VBG', 'DT', 'JJ', 'JJ', 'VBN', 'NN', '.']	['I', 'want', 'to', 'design', 'and', 'build', 'my', 'own', 'home', 'in', 'India', '.', 'what', 'are', 'the', 'pros', 'and', 'cons', 'compared', 'to', 'buying', 'a', 'pre', '-', 'built', 'house', '?']
											1	What are the pros and cons for trusted storage vs certificate licensing?	trusted storage; certificate licensing		the pros and cons							q	['0', '0', 'CP', 'CP', 'CP', 'CP', '0', 'CI', 'CI', '0', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBN', 'NN', 'IN', 'NN', 'NN', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'for', 'trusted', 'storage', 'vs', 'certificate', 'licensing', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons in the various sectors of the Indian economy by banning Indian Rupees of 500 and 1000 notes? What lead to this short notice by PM Narendra Modi?	in the various sectors of the indian economy		the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'NNP', 'NNPS', 'IN', 'CD', 'CC', 'CD', 'NNS', '.', 'WP', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'in', 'the', 'various', 'sectors', 'of', 'the', 'Indian', 'economy', 'by', 'banning', 'Indian', 'Rupees', 'of', '500', 'and', '1000', 'notes', '?', 'What', 'lead', 'to', 'this', 'short', 'notice', 'by', 'PM', 'Narendra', 'Modi', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons of a skateboard vs a bike?	a skateboard; a bike	0	the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', '0', 'CI', 'CI', '0', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'a', 'skateboard', 'vs', 'a', 'bike', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons of ad vs transaction revenue models?	ad; transaction revenue models	0	the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', '0', 'CI', '0', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'ad', 'vs', 'transaction', 'revenue', 'models', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons of becoming an angel investor?	of becoming an angel investor		the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'NN', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'becoming', 'an', 'angel', 'investor', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons of converting from Ubuntu to Linux mint?	of converting from ubuntu to linux mint		the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'IN', 'NNP', 'IN', 'NNP', 'NN', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'converting', 'from', 'Ubuntu', 'to', 'Linux', 'mint', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the pros and cons of having a best friend of the opposite sex?	having a best friend of the opposite sex	0	the pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CP', 'CP', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'DT', 'JJS', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'having', 'a', 'best', 'friend', 'of', 'the', 'opposite', 'sex', '?']
											1	What are the pros and cons of listing one's company on a stock exchange?	listing one's company on a stock exchange		the pros and cons							q	['0', '0', 'CP', 'CP', 'CP', 'CP', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'PRP', 'POS', 'NN', 'IN', 'DT', 'NN', 'NN', '.']	"['What', 'are', 'the', 'pros', 'and', 'cons', 'of', 'listing', 'one', ""'s"", 'company', 'on', 'a', 'stock', 'exchange', '?']"
