comp	question	item_list	aspect_list	predicate_list	context_list	not question	dataset	question_NER	tokenized	pos	capri-tag
1	Which is the best courier company in india?	courier company		the best	in india		q	Which is the best courier company in india?	['Which', 'is', 'the', 'best', 'courier', 'company', 'in', 'india', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best course for IT?	course	0	the best	for it	0.0	q	Which is the best course for IT?	['Which', 'is', 'the', 'best', 'course', 'for', 'IT', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	Which is the best course nowadays?	course		the best	nowadays		q	Which is the best course nowadays?	['Which', 'is', 'the', 'best', 'course', 'nowadays', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'RB', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 0]
1	Which is the best Digital marketing Agency in Delhi to Promote your Brand online?	digital marketing agency		the best	delhi to promote your brand online	0.0	q	Which is the best _NAMED_ENTITY_ in _NAMED_ENTITY_ to Promote your _NAMED_ENTITY_ online?	['Which', 'is', 'the', 'best', 'Digital', 'marketing', 'Agency', 'in', 'Delhi', 'to', 'Promote', 'your', 'Brand', 'online', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NN', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'PRP$', 'NN', 'RB', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best digital marketing course?	digital marketing course		the best			q	Which is the best digital marketing course?	['Which', 'is', 'the', 'best', 'digital', 'marketing', 'course', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Which is the best Dubsmash video till date?	dubsmash video	0	the best	till date	0.0	q	Which is the best _NAMED_ENTITY_ video till date?	['Which', 'is', 'the', 'best', 'Dubsmash', 'video', 'till', 'date', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best earphone with deep bass under 1000?	earphone	0	the best	with deep bass under 1000	0.0	q	Which is the best earphone with deep bass _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'earphone', 'with', 'deep', 'bass', 'under', '1000', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'JJ', 'NN', 'IN', 'CD', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best eye glasses lens for single vision spherical among crizal, zeiss and swisscoatt?	eye glasses lens crizal zeiss and swisscoatt	0	the best	for single vision spherical	0.0	q	Which is the best eye glasses lens for single vision spherical among crizal, zeiss and swisscoatt?	['Which', 'is', 'the', 'best', 'eye', 'glasses', 'lens', 'for', 'single', 'vision', 'spherical', 'among', 'crizal', ',', 'zeiss', 'and', 'swisscoatt', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NNS', 'NN', 'IN', 'JJ', 'NN', 'JJ', 'IN', 'NNS', ',', 'NN', 'CC', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 0, 'CI', 0, 'CI', 'CI', 'CI', 0]
1	Which is the Best fashion designing colleges in india?	fashion designing colleges	0	the best	in india	0.0	q	Which is the Best fashion designing colleges in india?	['Which', 'is', 'the', 'Best', 'fashion', 'designing', 'colleges', 'in', 'india', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'VBG', 'NNS', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best food for kids?	food	for kids	the best			q	Which is the best food for kids?	['Which', 'is', 'the', 'best', 'food', 'for', 'kids', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CA', 'CA', 0]
1	Which is the best format to download and play from 1080p and 720p, Blu-ray, BDrip, or HDrip?	blu-ray; bdrip; hdrip	format to download and play from 1080p and 720p	the best			q	Which is the best format to download and play from _NAMED_ENTITY_ and _NAMED_ENTITY_, Blu-ray, _NAMED_ENTITY_, or _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'format', 'to', 'download', 'and', 'play', 'from', '1080p', 'and', '720p', ',', 'Blu', '-', 'ray', ',', 'BDrip', ',', 'or', 'HDrip', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'CC', 'VB', 'IN', 'CD', 'CC', 'NNPS', ',', 'NN', 'HYPH', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 0, 'CI', 'CI', 'CI', 0, 'CI', 0, 0, 'CI', 0]
1	Which is the best free video editor?	video editor		the best	free	0.0	q	Which is the best free video editor?	['Which', 'is', 'the', 'best', 'free', 'video', 'editor', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CC', 'CI', 'CI', 0]
1	Which is the best freeware antivirus?	freeware antivirus	0	the best	0	0.0	q	Which is the best freeware antivirus?	['Which', 'is', 'the', 'best', 'freeware', 'antivirus', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 0]
1	Which is the best gaiming laptops below 1000$?	gaiming laptops		the best	below 1000$	0.0	q	Which is the best gaiming laptops below 1000$?	['Which', 'is', 'the', 'best', 'gaiming', 'laptops', 'below', '1000', '$', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'VBG', 'NNS', 'IN', 'CD', '$', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	Which is the best gaming laptop in 60000 Rs?	gaming laptop		the best	in 60000 rs	0.0	q	Which is the best gaming laptop in _NAMED_ENTITY_ Rs?	['Which', 'is', 'the', 'best', 'gaming', 'laptop', 'in', '60000', 'Rs', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'CD', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	Which is the best government job in India and why?	government job		the best	in india		q	Which is the best government job in _NAMED_ENTITY_ and why?	['Which', 'is', 'the', 'best', 'government', 'job', 'in', 'India', 'and', 'why', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP', 'CC', 'WRB', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0, 0, 0]
1	Which is the best hair transplant clinic in Bhubaneswar India?	hair transplant clinic		the best	in bhubaneswar india		q	Which is the best hair transplant clinic in _NAMED_ENTITY_ _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'hair', 'transplant', 'clinic', 'in', 'Bhubaneswar', 'India', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	Which is the best Harry Potter movie?	harry potter movie		the best		0.0	q	Which is the best _NAMED_ENTITY_ movie?	['Which', 'is', 'the', 'best', 'Harry', 'Potter', 'movie', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NNP', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Which is the best hospital for acl surgery in Delhi?	hospital		the best	for acl surgery in delhi	0.0	q	Which is the best hospital for acl surgery in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'hospital', 'for', 'acl', 'surgery', 'in', 'Delhi', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best institute for GRE coaching in Kolkata?	institute for gre		the best	coaching in kolkata		q	Which is the best institute for _NAMED_ENTITY_ coaching in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'institute', 'for', 'GRE', 'coaching', 'in', 'Kolkata', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', 'VBG', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	Which is the best institute for Hadoop?	institute		the best	for hadoop	0.0	q	Which is the best institute for _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'institute', 'for', 'Hadoop', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	Which is the best institute in Pune for CFA certification?	institute	0	the best	in pune for cfa certification	0.0	q	Which is the best institute in _NAMED_ENTITY_ for _NAMED_ENTITY_ certification?	['Which', 'is', 'the', 'best', 'institute', 'in', 'Pune', 'for', 'CFA', 'certification', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best institute to learn digital marketing (job oriented) in India?	institute		the best	to learn digital marketing (job oriented) in india		q	Which is the best institute to learn digital marketing (job oriented) in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'institute', 'to', 'learn', 'digital', 'marketing', '(', 'job', 'oriented', ')', 'in', 'India', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJ', 'NN', '-LRB-', 'NN', 'VBN', '-RRB-', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best internet connection? wired or wireless and give reason for your choosed internet connection.	internet connection wired; wireless	0	the best		0.0	q	Which is the best internet connection? wired or wireless and give reason for your choosed internet connection.	['Which', 'is', 'the', 'best', 'internet', 'connection', '?', 'wired', 'or', 'wireless', 'and', 'give', 'reason', 'for', 'your', 'choosed', 'internet', 'connection', '.']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', '.', 'JJ', 'CC', 'JJ', 'CC', 'VB', 'NN', 'IN', 'PRP$', 'VBN', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 0, 'CI', 0, 'CI', 0, 0, 0, 0, 0, 0, 0, 0, 0]
1	Which is the best Internet Service Provider in Dhanbad?	internet service provider		the best	in dhanbad	0.0	q	Which is the best Internet _NAMED_ENTITY_ in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'Internet', 'Service', 'Provider', 'in', 'Dhanbad', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best iOS launcher for Android?	launcher for android		the best			q	Which is the best iOS launcher for _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'iOS', 'launcher', 'for', 'Android', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'CD', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 0]
1	Which is the best Java training institute in Hyderabad?	java training institute		the best	in hyderabad	0.0	q	Which is the best _NAMED_ENTITY_ training institute in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'Java', 'training', 'institute', 'in', 'Hyderabad', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NN', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best job opening website for starter?	job opening website	0	the best	for starter	0.0	q	Which is the best job opening website for starter?	['Which', 'is', 'the', 'best', 'job', 'opening', 'website', 'for', 'starter', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best Kajol movie and why?	kajol movie	0	the best		0.0	q	Which is the best _NAMED_ENTITY_ movie and why?	['Which', 'is', 'the', 'best', 'Kajol', 'movie', 'and', 'why', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NN', 'CC', 'WRB', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 0, 0, 0]
1	Which is the best keywords for website development company?	keywords	0	the best	for website development company	0.0	q	Which is the best keywords for website development company?	['Which', 'is', 'the', 'best', 'keywords', 'for', 'website', 'development', 'company', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best kissing scene from a movie?	kissing scene		the best	from a movie		q	Which is the best kissing scene from a movie?	['Which', 'is', 'the', 'best', 'kissing', 'scene', 'from', 'a', 'movie', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	Which is the best laptop for programming and writing papers?	laptop	0	the best	for programming and writing papers	0.0	q	Which is the best laptop for programming and writing papers?	['Which', 'is', 'the', 'best', 'laptop', 'for', 'programming', 'and', 'writing', 'papers', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'CC', 'NN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best laptop headphone with mic in India under 1k?	laptop headphone with mic	0	the best	in india under 1k	0.0	q	Which is the best laptop headphone with mic in _NAMED_ENTITY_ under 1k?	['Which', 'is', 'the', 'best', 'laptop', 'headphone', 'with', 'mic', 'in', 'India', 'under', '1k', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NN', 'IN', 'NNP', 'IN', 'CD', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best LIC policy?	lic policy	0	the best		0.0	q	Which is the best _NAMED_ENTITY_ policy?	['Which', 'is', 'the', 'best', 'LIC', 'policy', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 0]
1	Which is the best LMS for pharma?	lms for pharma	0	the best		0.0	q	Which is the best _NAMED_ENTITY_ for pharma?	['Which', 'is', 'the', 'best', 'LMS', 'for', 'pharma', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'IN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Which is the best MBA coaching institute in Delhi?	mba coaching institute	0	the best	in delhi	0.0	q	Which is the best MBA coaching institute in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'MBA', 'coaching', 'institute', 'in', 'Delhi', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'VBG', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best mobile network in Bangalore?	mobile network		the best	in bangalore	0.0	q	Which is the best mobile network in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'mobile', 'network', 'in', 'Bangalore', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best movie ever?	movie		the best	ever	0.0	q	Which is the best movie ever?	['Which', 'is', 'the', 'best', 'movie', 'ever', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'RB', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 0]
1	Which is the best MPSC Coaching class in Pune?	mpsc coaching class		the best	in pune	0.0	q	Which is the best MPSC Coaching class in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'MPSC', 'Coaching', 'class', 'in', 'Pune', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NNP', 'NNP', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best mutual funds to invest in India?	mutual funds	to invest in india?	the best			q	Which is the best mutual funds to invest in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'mutual', 'funds', 'to', 'invest', 'in', 'India', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NNS', 'TO', 'VB', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CA', 'CA', 'CA', 'CA', 'CA']
1	Which is the best newspaper for competitive exams like bank PO?	newspaper	for competitive exams	the best	like bank po		q	Which is the best newspaper for competitive exams like bank _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'newspaper', 'for', 'competitive', 'exams', 'like', 'bank', 'PO', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CA', 'CA', 'CA', 'CC', 'CC', 'CC', 0]
1	Which is the best nimcet coaching in Coimbatore?	nimcet coaching		the best	in coimbatore		q	Which is the best nimcet coaching in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'nimcet', 'coaching', 'in', 'Coimbatore', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best online platform for information about import and export data in Malaysia?	online platform	for information about import and export data	the best	in malaysia	0.0	q	Which is the best online platform for information about import and export data in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'online', 'platform', 'for', 'information', 'about', 'import', 'and', 'export', 'data', 'in', 'Malaysia', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CC', 'CC', 0]
1	Which is the best online tool to explore the PhD universities and the student life?	online tool		the best	to explore the phd universities and the student life	0.0	q	Which is the best online tool to explore the _NAMED_ENTITY_ universities and the student life?	['Which', 'is', 'the', 'best', 'online', 'tool', 'to', 'explore', 'the', 'PhD', 'universities', 'and', 'the', 'student', 'life', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', 'NNS', 'CC', 'DT', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best option for a student who has secured 6.5 to 7 CGPA: to do preparation for GATE or go for campus placements?	do preparation for gate; go for campus placements?		the best	who has secured 6.5 to 7 cgpa:		q	Which is the best option for a student who has secured _NAMED_ENTITY_ to 7 CGPA: to do preparation for _NAMED_ENTITY_ or go for campus placements?	['Which', 'is', 'the', 'best', 'option', 'for', 'a', 'student', 'who', 'has', 'secured', '6.5', 'to', '7', 'CGPA', ':', 'to', 'do', 'preparation', 'for', 'GATE', 'or', 'go', 'for', 'campus', 'placements', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'VBN', 'CD', 'TO', 'CD', 'NN', ':', 'TO', 'VB', 'NN', 'IN', 'NNP', 'CC', 'VB', 'IN', 'NN', 'NNS', '.']	[0, 0, 'CP', 'CP', 0, 0, 0, 0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 'CI', 'CI', 'CI', 'CI', 0, 'CI', 'CI', 'CI', 'CI', 'CI']
1	Which is the best option to learn functional programming, Haskell or a simpler language?	haskell; a simpler language	to learn functional programming	the best			q	Which is the best option to learn functional programming, _NAMED_ENTITY_ or a simpler language?	['Which', 'is', 'the', 'best', 'option', 'to', 'learn', 'functional', 'programming', ',', 'Haskell', 'or', 'a', 'simpler', 'language', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJ', 'NN', ',', 'NNP', 'CC', 'DT', 'JJR', 'NN', '.']	[0, 0, 'CP', 'CP', 0, 'CA', 'CA', 'CA', 'CA', 0, 'CI', 0, 'CI', 'CI', 'CI', 0]
1	Which is the best PC game of 2016?	pc game		the best	of 2016	0.0	q	Which is the best PC game of _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'PC', 'game', 'of', '2016', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'CD', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	Which is the best phone of 2015?	phone		the best	of 2015	0.0	q	Which is the best phone of _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'phone', 'of', '2015', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'CD', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	Which is the best phone under 15000 Rs.?	phone		the best	under 15000 rs.		q	Which is the best phone under _NAMED_ENTITY_ Rs.?	['Which', 'is', 'the', 'best', 'phone', 'under', '15000', 'Rs', '.', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'CD', 'NNS', '.', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best phone under ₹15000?	phone	0	the best	under ₹15000	0.0	q	Which is the best phone under _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'phone', 'under', '₹15000', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	Which is the best place to do sex?	place	to do sex	the best			q	Which is the best place to do sex?	['Which', 'is', 'the', 'best', 'place', 'to', 'do', 'sex', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CA', 'CA', 'CA', 0]
1	Which is the best place to live in Himachal (or Uttarakhand)?	place to live		the best	himachal (or uttarakhand)	0.0	q	Which is the best place to live in _NAMED_ENTITY_ (or _NAMED_ENTITY_)?	['Which', 'is', 'the', 'best', 'place', 'to', 'live', 'in', 'Himachal', '(', 'or', 'Uttarakhand', ')', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', '-LRB-', 'CC', 'NNP', '-RRB-', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0, 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best place to stay in Bangalore for a techie who works in Manyata tech park? Reasons.	place to stay in bangalore	for a techie who works in manyata tech park?	the best			q	Which is the best place to stay in _NAMED_ENTITY_ for a techie who works in _NAMED_ENTITY_ tech park? Reasons.	['Which', 'is', 'the', 'best', 'place', 'to', 'stay', 'in', 'Bangalore', 'for', 'a', 'techie', 'who', 'works', 'in', 'Manyata', 'tech', 'park', '?', 'Reasons', '.']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'IN', 'NNP', 'NN', 'NN', '.', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 0, 0]
1	Which is the best place to visit in Goa?	place	0	the best	to visit in goa	0.0	q	Which is the best place to visit in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'place', 'to', 'visit', 'in', 'Goa', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best place to visit in Uttarakhand?	place		the best	to visit in uttarakhand	0.0	q	Which is the best place to visit in _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'place', 'to', 'visit', 'in', 'Uttarakhand', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best place where one can get free certification for IFRS?	place	0	the best	where one can get free certification for ifrs	0.0	q	Which is the best place where one can get free certification for _NAMED_ENTITY_?	['Which', 'is', 'the', 'best', 'place', 'where', 'one', 'can', 'get', 'free', 'certification', 'for', 'IFRS', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'WRB', 'PRP', 'MD', 'VB', 'JJ', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best platform to learn online and get knowledge + certification for Digital Marketing or every course in general?	platform		the best	to learn online and get knowledge + certification for digital marketing or every course in general	0.0	q	Which is the best platform to learn online and get knowledge + certification for _NAMED_ENTITY_ or every course in general?	['Which', 'is', 'the', 'best', 'platform', 'to', 'learn', 'online', 'and', 'get', 'knowledge', '+', 'certification', 'for', 'Digital', 'Marketing', 'or', 'every', 'course', 'in', 'general', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RB', 'CC', 'VB', 'NN', 'SYM', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'DT', 'NN', 'IN', 'JJ', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best porn video you've ever seen?	video		the best	porn; you've ever seen	0.0	q	Which is the best porn video you've ever seen?	"['Which', 'is', 'the', 'best', 'porn', 'video', 'you', ""'ve"", 'ever', 'seen', '?']"	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'PRP', 'VB', 'RB', 'VBN', '.']	[0, 0, 'CP', 'CP', 'CC', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Which is the best programming language for beginners?	programming language	for beginners	the best			q	Which is the best programming language for beginners?	['Which', 'is', 'the', 'best', 'programming', 'language', 'for', 'beginners', '?']	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CA', 'CA', 0]
1	Which is the best question you've read on Quora?	question you've read on quora		the best			q	Which is the best question you've read on _NAMED_ENTITY_?	"['Which', 'is', 'the', 'best', 'question', 'you', ""'ve"", 'read', 'on', 'Quora', '?']"	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VB', 'VBN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
